Edge type	Query	Target Species	SC	Scores for target Species to SC	Connected SC	Connection score	Scores for SC to target Species
textmining	205437	70474	YHR092C	388	YOL103W	131	464
textmining	205437	37495	YHR092C	388	YFR019W	95	1029
textmining	205437	201837	YHR092C	388	YDR536W	169	361
textmining	205437	114515	YHR092C	388	YDR536W	169	361
textmining	205437	5506	YHR092C	388	YDR160W	230	366
textmining	205437	3320	YHR092C	388	YDR148C	98	476
textmining	205437	72960	YHR092C	388	YIL035C	95	370
textmining	205437	299000	YHR092C	388	YEL021W	276	322
textmining	205437	73436	YHR092C	388	YNL117W	151	669
textmining	205437	70534	YHR092C	388	YBR218C	134	1629
textmining	205437	97474	YHR092C	388	YBR218C	134	1629
textmining	205437	72400	YHR092C	388	YPR033C	48	623
textmining	205437	73341	YHR092C	388	YBR001C	48	850
textmining	205437	215	YHR092C	388	YAL038W	191	704
textmining	205437	141489	YHR092C	388	YER133W	192	579
textmining	205437	69368	YHR092C	388	YER133W	192	579
textmining	205437	24689	YHR092C	388	YER006W	98	374
textmining	205437	51228	YHR092C	388	YIL041W	66	147
textmining	205437	67392	YHR092C	388	YFL039C	136	745
textmining	205437	63951	YHR092C	388	YPR080W	680	828
textmining	205437	76544	YHR092C	388	YIL094C	54	467
textmining	205437	6746	YHR092C	388	YGR194C	515	417
textmining	205437	68310	YHR092C	388	YGL115W	121	377
textmining	205437	75322	YHR092C	388	YCR012W	230	560
textmining	205437	193402	YHR092C	388	YJL005W	191	898
textmining	205437	70474	YHR092C	388	YDR497C	229	464
textmining	205437	2362	YHR092C	388	YLR182W	41	251
textmining	205437	3625	YHR092C	388	YGR289C	481	429
textmining	205437	154956	YHR092C	388	YGR289C	481	429
textmining	205437	89060	YHR092C	388	YGR289C	481	429
textmining	205437	76198	YHR092C	388	YGR289C	481	429
textmining	205437	31096	YHR092C	388	YGR289C	481	429
textmining	205437	82322	YHR092C	388	YGR289C	481	429
textmining	205437	73112	YHR092C	388	YGR289C	481	429
textmining	205437	3128	YHR092C	388	YBR117C	258	909
textmining	205437	71630	YHR092C	388	YDL192W	104	304
textmining	205437	55011	YHR092C	388	YBL057C	68	132
textmining	205437	76301	YHR092C	388	YOR153W	132	1458
textmining	205437	65493	YHR092C	388	YPL031C	83	397
textmining	205437	3600	YHR092C	388	YKR039W	104	577
textmining	205437	111440	YHR092C	388	YKR039W	104	577
textmining	205437	71643	YHR092C	388	YKR039W	104	577
textmining	205437	3262	YHR092C	388	YGR292W	227	529
textmining	205437	71147	YHR092C	388	YGR292W	227	529
textmining	205437	71673	YHR092C	388	YGR292W	227	529
textmining	205437	205534	YHR092C	388	YGR292W	227	529
textmining	205437	198242	YHR092C	388	YGR292W	227	529
textmining	205437	2861	YHR092C	388	YLR130C	190	280
textmining	205437	31221	YHR092C	388	YML048W	170	123
textmining	205437	48101	YHR092C	388	YER052C	54	566
textmining	205437	72563	YHR092C	388	YOR375C	121	574
textmining	205437	52874	YHR092C	388	YJL141C	74	531
textmining	205437	73771	YHR092C	388	YJL141C	74	531
textmining	205437	3860	YHR092C	388	YOL058W	86	647
textmining	205437	70473	YHR092C	388	YGR261C	57	281
textmining	205437	142956	YHR092C	388	YIL162W	680	319
textmining	205437	235588	YHR092C	388	YMR280C	445	200
textmining	205437	110315	YHR092C	388	YFL033C	80	613
textmining	205437	72383	YHR092C	388	YNL031C	83	262
textmining	205437	71653	YHR092C	388	YLR234W	44	505
textmining	205437	336196	YHR092C	388	YDL042C	81	308
textmining	205437	99746	YHR092C	388	YMR303C	230	444
textmining	205437	7134	YHR092C	388	YOR039W	147	230
textmining	205437	83866	YHR092C	388	YOL080C	231	228
textmining	205437	89420	YHR092C	388	YCL040W	357	345
textmining	205437	205437	YHR092C	388	YDR343C	931	388
textmining	205437	212503	YHR092C	388	YDR392W	95	307
textmining	205437	44881	YHR092C	388	YPL195W	52	483
textmining	205437	3262	YHR092C	388	YBR299W	378	529
textmining	205437	71147	YHR092C	388	YBR299W	378	529
textmining	205437	71673	YHR092C	388	YBR299W	378	529
textmining	205437	205534	YHR092C	388	YBR299W	378	529
textmining	205437	198242	YHR092C	388	YBR299W	378	529
textmining	205437	169754	YHR092C	388	YKL203C	68	2676
textmining	205437	117442	YHR092C	388	YKL203C	68	2676
textmining	205437	60763	YHR092C	388	YCR084C	396	400
textmining	205437	67624	YHR092C	388	YLR310C	122	345
textmining	205437	3016	YHR092C	388	YML121W	85	304
textmining	205437	67507	YHR092C	388	YHR186C	96	1203
textmining	205437	68590	YHR092C	388	YDR272W	297	229
textmining	205437	3260	YHR092C	388	YPR194C	120	727
textmining	205437	325497	YHR092C	388	YPR194C	120	727
textmining	205437	146540	YHR092C	388	YPR194C	120	727
textmining	205437	244400	YHR092C	388	YPR194C	120	727
textmining	205437	337169	YHR092C	388	YPR194C	120	727
textmining	205437	4221	YHR092C	388	YPR194C	120	727
textmining	205437	5730	YHR092C	388	YPR194C	120	727
textmining	205437	5096	YHR092C	388	YPR194C	120	727
textmining	205437	79225	YHR092C	388	YPR194C	120	727
textmining	205437	333464	YHR092C	388	YPR194C	120	727
textmining	205437	76359	YHR092C	388	YPR194C	120	727
textmining	205437	101183	YHR092C	388	YPR194C	120	727
textmining	205437	88533	YHR092C	388	YPR194C	120	727
textmining	205437	96954	YHR092C	388	YPR194C	120	727
textmining	205437	70087	YHR092C	388	YLR248W	110	337
textmining	205437	46126	YHR092C	388	YJR001W	178	311
textmining	205437	69651	YHR092C	388	YCL018W	220	508
textmining	205437	27794	YHR092C	388	YMR319C	151	255
textmining	205437	289621	YHR092C	388	YMR319C	151	255
textmining	205437	99817	YHR092C	388	YDL236W	216	252
textmining	205437	4474	YHR092C	388	YDL030W	54	167
textmining	205437	105837	YHR092C	388	YLR278C	171	153
textmining	205437	48617	YHR092C	388	YOR202W	220	297
textmining	205437	2413	YHR092C	388	YGR254W	136	662
textmining	205437	3625	YHR092C	388	YDL247W	227	429
textmining	205437	154956	YHR092C	388	YDL247W	227	429
textmining	205437	89060	YHR092C	388	YDL247W	227	429
textmining	205437	76198	YHR092C	388	YDL247W	227	429
textmining	205437	31096	YHR092C	388	YDL247W	227	429
textmining	205437	82322	YHR092C	388	YDL247W	227	429
textmining	205437	73112	YHR092C	388	YDL247W	227	429
textmining	205437	5348	YHR092C	388	YMR165C	81	571
textmining	205437	106361	YHR092C	388	YDL138W	878	457
textmining	205437	4204	YHR092C	388	YDL138W	878	457
textmining	205437	7313	YHR092C	388	YDL138W	878	457
textmining	205437	73058	YHR092C	388	YDL138W	878	457
textmining	205437	205437	YHR092C	388	YHR094C	941	388
textmining	205437	166724	YHR092C	388	YPL082C	191	1678
textmining	205437	112377	YHR092C	388	YER065C	229	631
textmining	205437	73882	YHR092C	388	YLR438W	109	534
textmining	205437	4181	YHR092C	388	YHR135C	510	495
textmining	205437	3740	YHR092C	388	YDL246C	315	349
textmining	205437	72797	YHR092C	388	YDL246C	315	349
textmining	205437	72834	YHR092C	388	YFL060C	90	143
textmining	205437	72834	YHR092C	388	YMR095C	220	143
textmining	205437	180753	YHR092C	388	YPL135W	83	204
textmining	205437	70194	YHR092C	388	YDL131W	78	685
textmining	205437	336068	YHR092C	388	YOR341W	95	1954
textmining	205437	1171	YHR092C	388	YDR172W	74	649
textmining	205437	74004	YHR092C	388	YNL098C	126	245
textmining	205437	1896	YHR092C	388	YLR354C	455	404
textmining	205437	2725	YHR092C	388	YNL189W	93	632
textmining	205437	106427	YHR092C	388	YLR113W	121	616
textmining	205437	205437	YHR092C	388	YDR345C	940	388
textmining	205437	205437	YHR092C	388	YDR342C	956	388
textmining	205437	72319	YHR092C	388	YKL060C	95	526
textmining	205437	82789	YHR092C	388	YGR271W	43	2014
textmining	205437	75163	YHR092C	388	YNL241C	113	584
textmining	205437	76551	YHR092C	388	YDR477W	514	681
textmining	205437	3128	YHR092C	388	YPR074C	123	909
textmining	205437	934	YHR092C	388	YKR097W	230	770
textmining	205437	205437	YHR092C	388	YMR011W	943	388
textmining	205437	49599	YHR092C	388	YOR244W	95	515
textmining	205437	3740	YHR092C	388	YLR070C	515	349
textmining	205437	72797	YHR092C	388	YLR070C	515	349
textmining	205437	205437	YHR092C	388	YOL156W	832	388
textmining	205437	71088	YHR092C	388	YER145C	83	300
textmining	205437	27831	YHR092C	388	YER145C	83	300
textmining	205437	6683	YHR092C	388	YER145C	83	300
textmining	205437	246003	YHR092C	388	YIL125W	195	1401
textmining	205437	131338	YHR092C	388	YFR038W	141	479
textmining	205437	140341	YHR092C	388	YKR084C	355	336
textmining	205437	73707	YHR092C	388	YML004C	215	336
textmining	205437	73717	YHR092C	388	YHR048W	229	306
textmining	205437	76372	YHR092C	388	YHR048W	229	306
textmining	205437	2256	YHR092C	388	YHR048W	229	306
textmining	205437	107587	YHR092C	388	YJL129C	192	608
textmining	205437	3625	YHR092C	388	YBR298C	337	429
textmining	205437	154956	YHR092C	388	YBR298C	337	429
textmining	205437	89060	YHR092C	388	YBR298C	337	429
textmining	205437	76198	YHR092C	388	YBR298C	337	429
textmining	205437	31096	YHR092C	388	YBR298C	337	429
textmining	205437	82322	YHR092C	388	YBR298C	337	429
textmining	205437	73112	YHR092C	388	YBR298C	337	429
textmining	205437	215	YHR092C	388	YOR347C	219	704
textmining	205437	92627	YHR092C	388	YPR001W	172	454
textmining	205437	1896	YHR092C	388	YGR043C	196	404
textmining	205437	111656	YHR092C	388	YNL261W	41	100
textmining	205437	4181	YHR092C	388	YNL154C	515	495
textmining	205437	308829	YHR092C	388	YER125W	92	1095
textmining	205437	180753	YHR092C	388	YOR226C	53	204
textmining	205437	205437	YHR092C	388	YHR096C	931	388
textmining	205437	106361	YHR092C	388	YDL194W	878	457
textmining	205437	4204	YHR092C	388	YDL194W	878	457
textmining	205437	7313	YHR092C	388	YDL194W	878	457
textmining	205437	73058	YHR092C	388	YDL194W	878	457
textmining	205437	4032	YHR092C	388	YJL081C	123	274
textmining	205437	47067	YHR092C	388	YCR005C	88	609
textmining	205437	251549	YHR092C	388	YDL035C	396	170
textmining	205437	2453	YHR092C	388	YLR216C	74	284
textmining	205437	2413	YHR092C	388	YHR174W	230	662
textmining	205437	3200	YHR092C	388	YKL081W	131	315
textmining	205437	73416	YHR092C	388	YKL081W	131	315
textmining	205437	133475	YHR092C	388	YER020W	274	363
textmining	205437	1496	YHR092C	388	YOR156C	80	166
textmining	205437	39586	YHR092C	388	YAR071W	297	193
textmining	205437	73410	YHR092C	388	YDR041W	95	134
textmining	205437	103915	YHR092C	388	YCL054W	95	671
textmining	205437	56348	YHR092C	388	YNR060W	134	239
textmining	205437	1844	YHR092C	388	YNR060W	134	239
textmining	205437	68472	YHR092C	388	YJL052W	170	473
textmining	205437	68472	YHR092C	388	YGR192C	111	473
textmining	205437	117342	YHR092C	388	YGR121C	83	497
textmining	205437	87988	YHR092C	388	YJL121C	160	269
textmining	205437	3313	YHR092C	388	YFR053C	457	606
textmining	205437	111832	YHR092C	388	YBR020W	196	417
textmining	205437	68472	YHR092C	388	YJR009C	96	473
textmining	205437	4918	YHR092C	388	YOR290C	108	1022
textmining	205437	39586	YHR092C	388	YHR215W	95	193
textmining	205437	87872	YFL011W	388	YGR288W	330	154
textmining	205437	1792	YFL011W	388	YGR256W	193	745
textmining	205437	47067	YFL011W	388	YNR001C	49	609
textmining	205437	1540	YFL011W	388	YDR105C	193	387
textmining	205437	104249	YFL011W	388	YLR383W	56	347
textmining	205437	72383	YFL011W	388	YBR010W	56	262
textmining	205437	3313	YFL011W	388	YGL253W	168	606
textmining	205437	3740	YFL011W	388	YJR159W	338	349
textmining	205437	72797	YFL011W	388	YJR159W	338	349
textmining	205437	201837	YFL011W	388	YDR536W	66	361
textmining	205437	114515	YFL011W	388	YDR536W	66	361
textmining	205437	3320	YFL011W	388	YDR148C	97	476
textmining	205437	3917	YFL011W	388	YJL200C	276	1108
textmining	205437	299000	YFL011W	388	YEL021W	99	322
textmining	205437	70253	YFL011W	388	YGR209C	117	115
textmining	205437	70534	YFL011W	388	YBR218C	171	1629
textmining	205437	97474	YFL011W	388	YBR218C	171	1629
textmining	205437	56348	YFL011W	388	YOR384W	358	239
textmining	205437	1844	YFL011W	388	YOR384W	358	239
textmining	205437	74905	YFL011W	388	YBR153W	109	143
textmining	205437	75322	YFL011W	388	YCR012W	98	560
textmining	205437	3625	YFL011W	388	YGR289C	274	429
textmining	205437	154956	YFL011W	388	YGR289C	274	429
textmining	205437	89060	YFL011W	388	YGR289C	274	429
textmining	205437	76198	YFL011W	388	YGR289C	274	429
textmining	205437	31096	YFL011W	388	YGR289C	274	429
textmining	205437	82322	YFL011W	388	YGR289C	274	429
textmining	205437	73112	YFL011W	388	YGR289C	274	429
textmining	205437	3128	YFL011W	388	YBR117C	376	909
textmining	205437	3262	YFL011W	388	YGR292W	259	529
textmining	205437	71147	YFL011W	388	YGR292W	259	529
textmining	205437	71673	YFL011W	388	YGR292W	259	529
textmining	205437	205534	YFL011W	388	YGR292W	259	529
textmining	205437	198242	YFL011W	388	YGR292W	259	529
textmining	205437	29951	YFL011W	388	YBR040W	195	71
textmining	205437	6465	YFL011W	388	YBR244W	220	242
textmining	205437	72834	YFL011W	388	YNL334C	112	143
textmining	205437	142956	YFL011W	388	YIL162W	72	319
textmining	205437	72383	YFL011W	388	YNL031C	56	262
textmining	205437	79742	YFL011W	388	YNL071W	359	425
textmining	205437	74842	YFL011W	388	YFL026W	94	86
textmining	205437	222534	YFL011W	388	YAL067C	335	461
textmining	205437	3262	YFL011W	388	YBR299W	230	529
textmining	205437	71147	YFL011W	388	YBR299W	230	529
textmining	205437	71673	YFL011W	388	YBR299W	230	529
textmining	205437	205534	YFL011W	388	YBR299W	230	529
textmining	205437	198242	YFL011W	388	YBR299W	230	529
textmining	205437	60763	YFL011W	388	YCR084C	108	400
textmining	205437	60068	YFL011W	388	YLR154W-E	297	82
textmining	205437	3342	YFL011W	388	YBR061C	96	342
textmining	205437	99817	YFL011W	388	YDL236W	83	252
textmining	205437	70691	YFL011W	388	YBL033C	95	318
textmining	205437	2413	YFL011W	388	YGR254W	95	662
textmining	205437	74862	YFL011W	388	YML028W	154	212
textmining	205437	106361	YFL011W	388	YDL138W	610	457
textmining	205437	4204	YFL011W	388	YDL138W	610	457
textmining	205437	7313	YFL011W	388	YDL138W	610	457
textmining	205437	73058	YFL011W	388	YDL138W	610	457
textmining	205437	68186	YFL011W	388	YBL039C	90	780
textmining	205437	3740	YFL011W	388	YDL246C	395	349
textmining	205437	72797	YFL011W	388	YDL246C	395	349
textmining	205437	72658	YFL011W	388	YOL005C	66	146
textmining	205437	72834	YFL011W	388	YFL060C	190	143
textmining	205437	72905	YFL011W	388	YIL021W	49	338
textmining	205437	72834	YFL011W	388	YMR095C	83	143
textmining	205437	180753	YFL011W	388	YPL135W	62	204
textmining	205437	3835	YFL011W	388	YER015W	69	460
textmining	205437	71969	YFL011W	388	YER015W	69	460
textmining	205437	1896	YFL011W	388	YLR354C	172	404
textmining	205437	61809	YFL011W	388	YLR303W	109	502
textmining	205437	70370	YFL011W	388	YGR087C	162	413
textmining	205437	76551	YFL011W	388	YDR477W	59	681
textmining	205437	64448	YFL011W	388	YOL152W	276	196
textmining	205437	70253	YFL011W	388	YLR043C	119	115
textmining	205437	3128	YFL011W	388	YPR074C	123	909
textmining	205437	50110	YFL011W	388	YGL104C	96	258
textmining	205437	29963	YFL011W	388	YBR028C	109	262
textmining	205437	1792	YFL011W	388	YHR183W	142	745
textmining	205437	3740	YFL011W	388	YLR070C	190	349
textmining	205437	72797	YFL011W	388	YLR070C	190	349
textmining	205437	72533	YFL011W	388	YCR102C	192	146
textmining	205437	68709	YFL011W	388	YCR102C	192	146
textmining	205437	246003	YFL011W	388	YIL125W	131	1401
textmining	205437	98006	YFL011W	388	YOL032W	152	104
textmining	205437	74862	YFL011W	388	YDR453C	105	212
textmining	205437	67652	YFL011W	388	YMR271C	108	213
textmining	205437	149972	YFL011W	388	YBR154C	63	338
textmining	205437	215	YFL011W	388	YOR347C	109	704
textmining	205437	1896	YFL011W	388	YGR043C	371	404
textmining	205437	767	YFL011W	388	YER073W	272	613
textmining	205437	291711	YFL011W	388	YER073W	272	613
textmining	205437	314464	YFL011W	388	YER073W	272	613
textmining	205437	7085	YFL011W	388	YDR487C	88	282
textmining	205437	106361	YFL011W	388	YDL194W	651	457
textmining	205437	4204	YFL011W	388	YDL194W	651	457
textmining	205437	7313	YFL011W	388	YDL194W	651	457
textmining	205437	73058	YFL011W	388	YDL194W	651	457
textmining	205437	47067	YFL011W	388	YCR005C	53	609
textmining	205437	46036	YFL011W	388	YDL051W	81	136
textmining	205437	2413	YFL011W	388	YHR174W	84	662
textmining	205437	70370	YFL011W	388	YLR044C	146	413
textmining	205437	87872	YFL011W	388	YBR297W	297	154
textmining	205437	3313	YFL011W	388	YFR053C	44	606
textmining	205437	87872	YFL011W	388	YPR196W	193	154
textmining	205437	767	YHR096C	388	YOR374W	98	613
textmining	205437	291711	YHR096C	388	YOR374W	98	613
textmining	205437	314464	YHR096C	388	YOR374W	98	613
textmining	205437	57088	YHR096C	388	YGR055W	111	298
textmining	205437	3004	YHR096C	388	YBR133C	41	299
textmining	205437	5651	YHR096C	388	YHR104W	610	346
textmining	205437	76630	YHR096C	388	YHR104W	610	346
textmining	205437	87872	YHR096C	388	YGR288W	310	154
textmining	205437	2192	YHR096C	388	YPL171C	126	260
textmining	205437	207159	YHR096C	388	YPL171C	126	260
textmining	205437	3131	YHR096C	388	YOR047C	395	155
textmining	205437	1356	YHR096C	388	YIL099W	54	241
textmining	205437	117734	YHR096C	388	YDR256C	259	546
textmining	205437	67101	YHR096C	388	YDR033W	259	182
textmining	205437	5143	YHR096C	388	YDR033W	259	182
textmining	205437	74004	YHR096C	388	YOR101W	112	245
textmining	205437	7303	YHR096C	388	YLL028W	196	439
textmining	205437	6033	YHR096C	388	YLL028W	196	439
textmining	205437	99148	YHR096C	388	YLL028W	196	439
textmining	205437	3131	YHR096C	388	YDR277C	232	155
textmining	205437	1792	YHR096C	388	YGR256W	431	745
textmining	205437	47067	YHR096C	388	YNR001C	170	609
textmining	205437	228	YHR096C	388	YLR138W	106	667
textmining	205437	69671	YHR096C	388	YJR047C	113	253
textmining	205437	73435	YHR096C	388	YDL085W	86	421
textmining	205437	72383	YHR096C	388	YBR010W	44	262
textmining	205437	3313	YHR096C	388	YGL253W	447	606
textmining	205437	28592	YHR096C	388	YLR164W	72	104
textmining	205437	3740	YHR096C	388	YJR159W	194	349
textmining	205437	72797	YHR096C	388	YJR159W	194	349
textmining	205437	41960	YHR096C	388	YIL107C	52	514
textmining	205437	58405	YHR096C	388	YJL045W	65	988
textmining	205437	70474	YHR096C	388	YOL103W	142	464
textmining	205437	73715	YHR096C	388	YLR056W	223	365
textmining	205437	3208	YHR096C	388	YPL280W	60	220
textmining	205437	177423	YHR096C	388	YOR120W	80	294
textmining	205437	323906	YHR096C	388	YOR120W	80	294
textmining	205437	105066	YHR096C	388	YAR035W	58	519
textmining	205437	201837	YHR096C	388	YDR536W	320	361
textmining	205437	114515	YHR096C	388	YDR536W	320	361
textmining	205437	3320	YHR096C	388	YDR148C	123	476
textmining	205437	3917	YHR096C	388	YJL200C	115	1108
textmining	205437	299000	YHR096C	388	YEL021W	102	322
textmining	205437	73436	YHR096C	388	YNL117W	359	669
textmining	205437	3813	YHR096C	388	YER103W	353	997
textmining	205437	70253	YHR096C	388	YGR209C	158	115
textmining	205437	3617	YHR096C	388	YBR085W	276	468
textmining	205437	71351	YHR096C	388	YNL333W	80	355
textmining	205437	3470	YHR096C	388	YPL154C	86	507
textmining	205437	3625	YHR096C	388	YJR160C	275	429
textmining	205437	154956	YHR096C	388	YJR160C	275	429
textmining	205437	89060	YHR096C	388	YJR160C	275	429
textmining	205437	76198	YHR096C	388	YJR160C	275	429
textmining	205437	31096	YHR096C	388	YJR160C	275	429
textmining	205437	82322	YHR096C	388	YJR160C	275	429
textmining	205437	73112	YHR096C	388	YJR160C	275	429
textmining	205437	215	YHR096C	388	YAL038W	171	704
textmining	205437	56348	YHR096C	388	YOR384W	171	239
textmining	205437	1844	YHR096C	388	YOR384W	171	239
textmining	205437	67392	YHR096C	388	YFL039C	81	745
textmining	205437	6750	YHR096C	388	YEL011W	98	826
textmining	205437	6803	YHR096C	388	YKL150W	43	221
textmining	205437	232228	YHR096C	388	YPL204W	57	479
textmining	205437	2790	YHR096C	388	YGL205W	56	475
textmining	205437	6983	YHR096C	388	YJR096W	96	258
textmining	205437	6746	YHR096C	388	YGR194C	572	417
textmining	205437	102591	YHR096C	388	YNR002C	55	244
textmining	205437	68310	YHR096C	388	YGL115W	132	377
textmining	205437	75322	YHR096C	388	YCR012W	123	560
textmining	205437	193402	YHR096C	388	YJL005W	120	898
textmining	205437	70474	YHR096C	388	YDR497C	237	464
textmining	205437	2362	YHR096C	388	YLR182W	55	251
textmining	205437	3625	YHR096C	388	YGR289C	446	429
textmining	205437	154956	YHR096C	388	YGR289C	446	429
textmining	205437	89060	YHR096C	388	YGR289C	446	429
textmining	205437	76198	YHR096C	388	YGR289C	446	429
textmining	205437	31096	YHR096C	388	YGR289C	446	429
textmining	205437	82322	YHR096C	388	YGR289C	446	429
textmining	205437	73112	YHR096C	388	YGR289C	446	429
textmining	205437	72144	YHR096C	388	YIL155C	146	492
textmining	205437	3128	YHR096C	388	YBR117C	445	909
textmining	205437	55011	YHR096C	388	YBL057C	72	132
textmining	205437	76301	YHR096C	388	YOR153W	230	1458
textmining	205437	5188	YHR096C	388	YDR513W	109	89
textmining	205437	65493	YHR096C	388	YPL031C	90	397
textmining	205437	76716	YHR096C	388	YHR008C	111	250
textmining	205437	67101	YHR096C	388	YBR054W	359	182
textmining	205437	5143	YHR096C	388	YBR054W	359	182
textmining	205437	324941	YHR096C	388	YLR377C	90	450
textmining	205437	6465	YHR096C	388	YBR244W	297	242
textmining	205437	72834	YHR096C	388	YNL334C	80	143
textmining	205437	313744	YHR096C	388	YMR250W	193	487
textmining	205437	69224	YHR096C	388	YJL167W	90	461
textmining	205437	282	YHR096C	388	YGL157W	143	229
textmining	205437	52874	YHR096C	388	YJL141C	110	531
textmining	205437	73771	YHR096C	388	YJL141C	110	531
textmining	205437	3860	YHR096C	388	YOL058W	109	647
textmining	205437	423	YHR096C	388	YML042W	45	390
textmining	205437	142956	YHR096C	388	YIL162W	259	319
textmining	205437	5675	YHR096C	388	YML075C	193	842
textmining	205437	63905	YHR096C	388	YDR040C	161	858
textmining	205437	235588	YHR096C	388	YMR280C	450	200
textmining	205437	71543	YHR096C	388	YGL077C	53	233
textmining	205437	110315	YHR096C	388	YFL033C	81	613
textmining	205437	72383	YHR096C	388	YNL031C	44	262
textmining	205437	316	YHR096C	388	YPR160W	112	1090
textmining	205437	75883	YHR096C	388	YKR009C	43	829
textmining	205437	99746	YHR096C	388	YMR303C	92	444
textmining	205437	69030	YHR096C	388	YHR206W	81	300
textmining	205437	74842	YHR096C	388	YFL026W	60	86
textmining	205437	72728	YHR096C	388	YKL029C	109	621
textmining	205437	89420	YHR096C	388	YCL040W	309	345
textmining	205437	72320	YHR096C	388	YMR105C	131	661
textmining	205437	205437	YHR096C	388	YDR343C	878	388
textmining	205437	72103	YHR096C	388	YNL015W	114	44
textmining	205437	328470	YHR096C	388	YMR305C	191	280
textmining	205437	3262	YHR096C	388	YBR299W	270	529
textmining	205437	71147	YHR096C	388	YBR299W	270	529
textmining	205437	71673	YHR096C	388	YBR299W	270	529
textmining	205437	205534	YHR096C	388	YBR299W	270	529
textmining	205437	198242	YHR096C	388	YBR299W	270	529
textmining	205437	66141	YHR096C	388	YKR093W	142	452
textmining	205437	131022	YHR096C	388	YGL208W	44	211
textmining	205437	70370	YHR096C	388	YLR134W	83	413
textmining	205437	60763	YHR096C	388	YCR084C	138	400
textmining	205437	4280	YHR096C	388	YGR070W	81	613
textmining	205437	57709	YHR096C	388	YMR246W	230	646
textmining	205437	71533	YHR096C	388	YAL039C	161	208
textmining	205437	28592	YHR096C	388	YDR178W	95	104
textmining	205437	196787	YHR096C	388	YDR050C	173	330
textmining	205437	101999	YHR096C	388	YBL064C	194	279
textmining	205437	4575	YHR096C	388	YBL064C	194	279
textmining	205437	54312	YHR096C	388	YJL164C	161	469
textmining	205437	63905	YHR096C	388	YDR038C	121	858
textmining	205437	300852	YHR096C	388	YGR060W	148	389
textmining	205437	318372	YHR096C	388	YPL246C	230	96
textmining	205437	3342	YHR096C	388	YBR061C	66	342
textmining	205437	56641	YHR096C	388	YDR258C	275	978
textmining	205437	99817	YHR096C	388	YDL236W	230	252
textmining	205437	76301	YHR096C	388	YDR406W	217	1458
textmining	205437	2413	YHR096C	388	YGR254W	196	662
textmining	205437	3625	YHR096C	388	YDL247W	318	429
textmining	205437	154956	YHR096C	388	YDL247W	318	429
textmining	205437	89060	YHR096C	388	YDL247W	318	429
textmining	205437	76198	YHR096C	388	YDL247W	318	429
textmining	205437	31096	YHR096C	388	YDL247W	318	429
textmining	205437	82322	YHR096C	388	YDL247W	318	429
textmining	205437	73112	YHR096C	388	YDL247W	318	429
textmining	205437	74862	YHR096C	388	YML028W	145	212
textmining	205437	586	YHR096C	388	YPR165W	136	307
textmining	205437	54312	YHR096C	388	YPL203W	191	469
textmining	205437	898	YHR096C	388	YBR169C	42	671
textmining	205437	106361	YHR096C	388	YDL138W	696	457
textmining	205437	4204	YHR096C	388	YDL138W	696	457
textmining	205437	7313	YHR096C	388	YDL138W	696	457
textmining	205437	73058	YHR096C	388	YDL138W	696	457
textmining	205437	205437	YHR096C	388	YHR094C	878	388
textmining	205437	112377	YHR096C	388	YER065C	310	631
textmining	205437	4181	YHR096C	388	YHR135C	154	495
textmining	205437	3740	YHR096C	388	YDL246C	196	349
textmining	205437	72797	YHR096C	388	YDL246C	196	349
textmining	205437	72658	YHR096C	388	YOL005C	41	146
textmining	205437	72834	YHR096C	388	YFL060C	95	143
textmining	205437	38173	YHR096C	388	YIL033C	123	288
textmining	205437	56835	YHR096C	388	YFL030W	147	297
textmining	205437	43727	YHR096C	388	YGL248W	74	94
textmining	205437	72834	YHR096C	388	YMR095C	86	143
textmining	205437	4280	YHR096C	388	YLR371W	96	613
textmining	205437	308673	YHR096C	388	YKR076W	48	329
textmining	205437	180753	YHR096C	388	YPL135W	127	204
textmining	205437	54681	YHR096C	388	YLR411W	81	90
textmining	205437	3835	YHR096C	388	YER015W	42	460
textmining	205437	71969	YHR096C	388	YER015W	42	460
textmining	205437	3900	YHR096C	388	YGL008C	295	1389
textmining	205437	72093	YHR096C	388	YDR044W	170	354
textmining	205437	74004	YHR096C	388	YNL098C	96	245
textmining	205437	54569	YHR096C	388	YOR348C	234	304
textmining	205437	75854	YHR096C	388	YDL140C	57	2073
textmining	205437	6067	YHR096C	388	YGL184C	111	379
textmining	205437	75525	YHR096C	388	YDR064W	112	261
textmining	205437	154	YHR096C	388	YPL004C	49	417
textmining	205437	1896	YHR096C	388	YLR354C	446	404
textmining	205437	5821	YHR096C	388	YML128C	168	129
textmining	205437	6737	YHR096C	388	YPL240C	94	1037
textmining	205437	2803	YHR096C	388	YLL026W	152	1053
textmining	205437	247165	YHR096C	388	YKL217W	332	345
textmining	205437	103302	YHR096C	388	YKL217W	332	345
textmining	205437	106427	YHR096C	388	YLR113W	110	616
textmining	205437	1926	YHR096C	388	YML054C	74	520
textmining	205437	291737	YHR096C	388	YML054C	74	520
textmining	205437	284310	YHR096C	388	YBL015W	96	713
textmining	205437	205437	YHR096C	388	YDR345C	970	388
textmining	205437	205437	YHR096C	388	YDR342C	930	388
textmining	205437	67994	YHR096C	388	YOR099W	138	440
textmining	205437	72319	YHR096C	388	YKL060C	135	526
